Date,State,TotalSamples,Negative,Positive
2020-06-02,Uttarakhand,33081.0,24262.0,999.0
2020-06-03,Uttarakhand,34413.0,25385.0,1066.0
2020-06-04,Uttarakhand,35117.0,26093.0,1145.0
2020-06-05,Uttarakhand,35967.0,27184.0,1215.0
2020-06-06,Uttarakhand,36638.0,28172.0,1245.0
2020-06-07,Uttarakhand,37166.0,28945.0,1341.0
2020-06-08,Uttarakhand,39133.0,30620.0,1380.0
2020-06-09,Uttarakhand,40264.0,31945.0,1488.0
2020-06-10,Uttarakhand,40872.0,33369.0,1560.0
2020-06-11,Uttarakhand,41888.0,34604.0,1637.0
2020-06-12,Uttarakhand,42783.0,35670.0,1692.0
2020-06-13,Uttarakhand,44040.0,36834.0,1759.0
2020-06-14,Uttarakhand,45344.0,37554.0,1816.0
2020-06-15,Uttarakhand,46573.0,38643.0,1836.0
2020-06-16,Uttarakhand,47870.0,39552.0,1912.0
2020-06-17,Uttarakhand,49462.0,40434.0,1985.0
2020-06-18,Uttarakhand,50796.0,42008.0,2079.0
2020-06-19,Uttarakhand,53155.0,43438.0,2127.0
2020-06-20,Uttarakhand,54512.0,45131.0,2278.0
2020-06-21,Uttarakhand,55819.0,46286.0,2324.0
2020-06-22,Uttarakhand,56724.0,47852.0,2401.0
2020-06-23,Uttarakhand,58338.0,49478.0,2505.0
2020-06-24,Uttarakhand,59616.0,50950.0,2568.0
2020-06-25,Uttarakhand,61165.0,52289.0,2642.0
2020-06-26,Uttarakhand,62500.0,54007.0,2725.0
2020-06-27,Uttarakhand,63960.0,54918.0,2791.0
2020-06-28,Uttarakhand,64984.0,55892.0,2823.0
2020-06-29,Uttarakhand,66396.0,56715.0,2831.0
2020-06-30,Uttarakhand,69024.0,57862.0,2881.0
2020-07-01,Uttarakhand,70032.0,59350.0,2947.0
2020-07-02,Uttarakhand,72104.0,60555.0,2984.0
2020-07-03,Uttarakhand,73738.0,62340.0,3048.0
2020-07-04,Uttarakhand,76878.0,64801.0,3093.0
2020-07-05,Uttarakhand,78306.0,66407.0,3124.0
2020-07-06,Uttarakhand,79605.0,67731.0,3161.0
2020-07-07,Uttarakhand,81447.0,69926.0,3230.0
2020-07-08,Uttarakhand,83900.0,72862.0,3258.0
2020-07-09,Uttarakhand,86458.0,74975.0,3305.0
2020-07-10,Uttarakhand,89179.0,77553.0,3373.0
2020-07-11,Uttarakhand,92198.0,80882.0,3417.0
2020-07-12,Uttarakhand,94121.0,83089.0,3537.0
2020-07-13,Uttarakhand,96123.0,84912.0,3608.0
2020-07-14,Uttarakhand,98878.0,86747.0,3686.0
2020-07-15,Uttarakhand,102529.0,89212.0,3785.0
2020-07-16,Uttarakhand,109784.0,95745.0,3982.0
2020-07-17,Uttarakhand,113846.0,98551.0,4102.0
2020-07-18,Uttarakhand,116694.0,101613.0,4276.0
2020-07-19,Uttarakhand,119345.0,104118.0,4515.0
2020-07-20,Uttarakhand,123000.0,106350.0,4642.0
2020-07-21,Uttarakhand,127098.0,108488.0,4849.0
2020-07-22,Uttarakhand,129783.0,112210.0,5300.0
2020-07-23,Uttarakhand,132840.0,115683.0,5445.0
2020-07-24,Uttarakhand,135447.0,119647.0,5717.0
2020-07-25,Uttarakhand,139229.0,124153.0,5961.0
2020-07-26,Uttarakhand,141431.0,126505.0,6104.0
2020-07-27,Uttarakhand,145627.0,130531.0,6328.0
2020-07-28,Uttarakhand,150065.0,134376.0,6587.0
2020-07-29,Uttarakhand,154984.0,138706.0,6866.0
2020-07-30,Uttarakhand,163683.0,146230.0,7065.0
2020-07-31,Uttarakhand,168113.0,149507.0,7183.0
2020-08-01,Uttarakhand,172477.0,153471.0,7447.0
2020-08-02,Uttarakhand,175881.0,156823.0,7593.0
2020-08-03,Uttarakhand,178595.0,159414.0,7800.0
2020-08-04,Uttarakhand,182335.0,162715.0,8008.0
2020-08-05,Uttarakhand,186966.0,165690.0,8254.0
2020-08-06,Uttarakhand,190898.0,169634.0,8552.0
2020-08-07,Uttarakhand,199081.0,177042.0,8901.0
2020-08-08,Uttarakhand,205565.0,183248.0,9402.0
2020-08-09,Uttarakhand,209627.0,186531.0,9632.0
2020-08-10,Uttarakhand,218838.0,193925.0,10021.0
2020-08-13,Uttarakhand,242150.0,214203.0,11302.0
2020-08-14,Uttarakhand,251236.0,221085.0,11615.0
2020-08-15,Uttarakhand,256008.0,225614.0,11940.0
2020-08-16,Uttarakhand,260790.0,229387.0,12175.0
2020-08-21,Uttarakhand,294279.0,258971.0,14083.0
2020-09-30,Uttarakhand,712124.0,637547.0,65.0
2020-04-01,West Bengal,659.0,568.0,37.0
